GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache ZooKeeper - Server,org.apache.zookeeper.server,PrepRequestProcessor.DigestOpCode,27,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperThread,28,0,0,0,7,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,BlueThrottle,479,0,42,0,128,0,48,0,27,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTree,3524,0,334,0,845,0,262,0,83,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxn,791,0,69,0,215,0,75,0,40,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.DualModeSslHandler,126,0,8,0,27,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,TxnLogProposalIterator,100,0,6,0,28,0,10,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralTypeEmulate353,64,0,10,0,13,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerStats,299,0,8,0,83,0,41,0,37,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxnHelper,15,0,4,0,6,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxnFactory,547,0,56,0,153,0,56,0,28,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager,110,0,6,0,32,0,12,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralType.new EphemeralType() {...},30,0,4,0,6,0,6,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZKDatabase.new FileTxnSnapLog.PlayBackListener() {...},13,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZKDatabase,813,0,50,0,225,0,81,0,56,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ResponseCache.LRUCache,20,0,2,0,4,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ResponseCache.Entry,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxn.SendBufferWriter,62,0,8,0,16,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NodeHashMapImpl,133,0,12,0,38,0,19,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServer,4134,0,399,0,1035,0,366,0,163,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTree.ProcessTxnResult,36,0,6,0,6,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,RequestRecord,14,0,0,0,3,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PurgeTxnLog,253,0,24,0,70,0,21,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralType,148,0,22,0,37,0,21,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory,779,0,70,0,203,0,69,0,34,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTreeBean,32,0,0,0,10,0,8,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,SnapshotFormatter,591,0,48,0,122,0,36,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,SessionTrackerImpl.SessionImpl,26,0,0,0,9,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.IOWorkRequest,83,0,12,0,23,0,9,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.new ChannelInitializer() {...},51,0,6,0,10,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,WorkerService.WorkRequest,4,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataNode,215,0,12,0,59,0,22,0,16,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.new ThreadLocal() {...},6,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ResponseCache,69,0,6,0,17,0,9,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DigestCalculator,109,0,10,0,29,0,9,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServer.MissingSessionException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServerShutdownHandler,16,0,4,0,6,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.AcceptThread,259,0,28,0,69,0,20,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,TraceFormatter,112,0,6,0,32,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.CnxnChannelHandler,446,0,68,0,111,0,43,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServerMain,398,0,38,0,134,0,31,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxn.SendBufferWriter,67,0,8,0,16,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxn.HandshakeState,21,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxn,1133,0,128,0,308,0,104,0,40,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ClientCnxnLimitException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,SimpleRequestRecord,50,0,2,0,15,0,5,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ContainerManager.new TimerTask() {...},26,0,0,0,10,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxn.DisconnectReason,217,0,0,0,34,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PrepRequestProcessor,2709,0,249,0,589,0,162,0,27,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,Request,708,0,109,0,191,0,115,0,43,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ReferenceCountedACLCache.AtomicLongWithEquals,40,0,8,0,9,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperCriticalThread,27,0,0,0,8,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager.PurgeTaskStatus,21,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.ReadIssuedTrackingHandler,38,0,4,0,11,0,5,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,WorkerService,188,0,20,0,51,0,17,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager.PurgeTask,32,0,0,0,12,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PurgeTxnLog.new FileFilter() {...},43,0,6,0,9,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,PathParentIterator,97,0,12,0,21,0,15,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManager,852,0,119,0,186,0,84,0,23,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesSummary,48,0,0,0,13,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherMode,58,0,3,0,15,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherOrBitSet,49,0,8,0,17,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherCleaner.new WorkerService.WorkRequest() {...},64,0,0,0,12,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchStats,115,0,4,0,15,0,8,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesReport,62,0,4,0,12,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManagerOptimized,730,0,79,0,160,0,62,0,21,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherCleaner,308,0,24,0,81,0,18,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManagerFactory,41,0,2,0,11,0,4,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,IWatchManager,42,0,10,0,9,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesPathReport,60,0,4,0,12,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.SnapDirContentCheckException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit.TxnLogToolkitException,12,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog,757,0,73,0,171,0,66,0,29,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit,1054,0,98,0,238,0,74,0,21,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapshotInfo,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog.PositionInputStream,84,0,8,0,23,0,13,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FilePadding,102,0,10,0,28,0,13,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,Util,178,0,16,0,49,0,25,0,17,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.new FilenameFilter() {...},9,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.new FilenameFilter() {...},9,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapStream.StreamMode,72,0,6,0,14,0,8,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit.TxnLogToolkitParseException,12,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileSnap,339,0,36,0,93,0,29,0,11,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,Util.DataDirFileComparator,43,0,6,0,8,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.DatadirException,9,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog,728,0,66,0,180,0,56,0,23,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.LogDirContentCheckException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog.FileTxnIterator,353,0,40,0,92,0,33,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapStream,426,0,37,0,101,0,33,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,SecurityUtils,337,0,24,0,85,0,18,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,CircularBlockingQueue,255,0,10,0,68,0,34,0,29,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,SecurityUtils.new PrivilegedExceptionAction() {...},75,0,0,0,6,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,SecurityUtils.new PrivilegedExceptionAction() {...},35,0,0,0,6,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,PemReader,306,0,14,0,76,0,17,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.util,ServiceUtils,52,0,4,0,19,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,NullQuorumAuthServer,5,0,0,0,3,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,QuorumAuth.Status,56,0,4,0,15,0,7,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,QuorumAuth,37,0,2,0,8,0,5,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,SaslQuorumAuthLearner,330,0,28,0,83,0,24,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,SaslQuorumServerCallbackHandler,255,0,34,0,62,0,24,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,NullQuorumAuthLearner,5,0,0,0,3,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,SaslQuorumAuthServer,280,0,30,0,79,0,22,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.auth,SaslQuorumAuthLearner.new PrivilegedExceptionAction() {...},25,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.flexible,QuorumOracleMaj,337,0,52,0,78,0,41,0,15,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.flexible,QuorumMaj,319,0,28,0,67,0,27,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.flexible,QuorumVerifier,14,0,0,0,7,0,7,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum.flexible,QuorumHierarchical,996,0,88,0,186,0,60,0,16,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,AvgMinMaxPercentileCounter,108,0,0,0,23,0,6,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,AvgMinMaxPercentileCounterSet,111,0,8,0,26,0,11,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,Metric,7,0,0,0,5,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,AvgMinMaxPercentileCounter.ResettableUniformReservoir,129,0,10,0,26,0,11,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,SimpleCounter,40,0,0,0,12,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,SimpleCounterSet,54,0,0,0,12,0,6,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,AvgMinMaxCounter,217,0,14,0,45,0,20,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.metric,AvgMinMaxCounterSet,99,0,6,0,22,0,11,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.Proposal,39,0,0,0,13,0,7,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LeaderBean,116,0,6,0,28,0,17,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.PureRequestProposal,28,0,0,0,7,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeerConfig,1877,0,296,0,455,0,213,0,65,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager,1239,0,84,0,289,0,75,0,33,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.LearnerCnxAcceptor,109,0,6,0,28,0,7,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,BufferStats,76,0,6,0,18,0,10,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ObserverMaster,944,0,80,0,221,0,81,0,41,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.Messenger.WorkerSender,63,0,4,0,18,0,5,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerSyncThrottler.SyncType,15,0,0,0,3,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,MultipleAddresses,255,0,16,0,64,0,34,0,26,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.RecvWorker,168,0,12,0,38,0,9,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UnifiedServerSocket.UnifiedInputStream,76,0,2,0,24,0,12,0,11,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LeaderSessionTracker,262,0,38,0,78,0,37,0,18,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,CommitProcessor,866,0,128,0,225,0,88,0,23,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Learner,1702,0,144,0,404,0,102,0,28,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerMaster,89,0,0,0,23,0,8,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection,1350,0,111,0,270,0,82,0,25,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.LearnerType,15,0,0,0,3,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerHandler.SyncLimitCheck,114,0,12,0,32,0,11,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,AckRequestProcessor,34,0,2,0,11,0,5,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,PrependableSocket,40,0,6,0,13,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,SyncedLearnerTracker,129,0,14,0,26,0,13,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Observer,469,0,35,0,130,0,36,0,15,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ReadOnlyZooKeeperServer,331,0,15,0,97,0,24,0,16,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.Message,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Follower,541,0,50,0,132,0,38,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.AddressTuple,15,0,0,0,6,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.SyncMode,27,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerHandler.MarkerQuorumPacket,43,0,8,0,10,0,7,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.ResponderThread,143,0,8,0,41,0,7,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumStats,95,0,10,0,20,0,9,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LeaderZooKeeperServer,449,0,18,0,122,0,40,0,31,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LeaderElectionBean,16,0,0,0,5,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ProposalRequestProcessor,109,0,10,0,33,0,11,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LocalPeerBean,135,0,2,0,31,0,24,0,23,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,StateSummary,68,0,12,0,12,0,12,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ObserverZooKeeperServer,131,0,6,0,31,0,12,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.ZabState,27,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeerConfig.new AtomicFileWritingIdiom.OutputStreamStatement() {...},32,0,2,0,6,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeerConfig.new AtomicFileWritingIdiom.WriterStatement() {...},71,0,6,0,14,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeerConfig.new AtomicFileWritingIdiom.WriterStatement() {...},103,0,24,0,19,0,14,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumBean,56,0,0,0,21,0,14,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.ToSend,27,0,0,0,10,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FollowerZooKeeperServer,252,0,12,0,61,0,21,0,15,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerZooKeeperServer,179,0,12,0,61,0,16,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.QuorumServer,960,0,119,0,197,0,84,0,24,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerSyncThrottler,110,0,8,0,30,0,10,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ObserverMaster.Revalidation,77,0,12,0,15,0,9,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FollowerBean,85,0,10,0,23,0,17,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Learner.LeaderConnector,246,0,20,0,49,0,13,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerHandlerBean,72,0,2,0,17,0,7,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerSyncRequest,12,0,0,0,3,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.SendWorker,348,0,26,0,91,0,21,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.ToBeAppliedRequestProcessor,71,0,10,0,22,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerHandler,1983,0,179,0,515,0,133,0,34,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer,3675,0,380,0,977,0,369,0,175,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,SyncThrottleException,28,0,0,0,6,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerSender,105,0,6,0,31,0,8,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.new AtomicFileWritingIdiom.WriterStatement() {...},15,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.new Thread() {...},37,0,2,0,10,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.LearnerCnxAcceptor.LearnerCnxAcceptorHandler,139,0,12,0,39,0,9,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,SendAckRequestProcessor,59,0,2,0,20,0,6,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UpgradeableSessionTracker,153,0,24,0,34,0,26,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UnifiedServerSocket.UnifiedSocket.Mode,21,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ReadOnlyRequestProcessor,138,0,17,0,46,0,15,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.Messenger.WorkerReceiver,696,0,47,0,148,0,27,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.QuorumConnectionReqThread,29,0,0,0,8,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UnifiedServerSocket,79,0,4,0,24,0,8,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ObserverRequestProcessor,187,0,22,0,57,0,17,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ObserverMaster.new Runnable() {...},22,0,2,0,5,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,SyncedLearnerTracker.QuorumVerifierAcksetPair,15,0,0,0,6,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UnifiedServerSocket.UnifiedOutputStream,46,0,2,0,17,0,8,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LeaderRequestProcessor,77,0,6,0,26,0,7,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.InitialMessage,213,0,16,0,36,0,12,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader,2818,0,292,0,629,0,227,0,72,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.Messenger,52,0,0,0,12,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,RemotePeerBean,68,0,2,0,17,0,10,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeerMain,458,0,22,0,129,0,19,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ServerBean,14,0,0,0,4,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerSessionTracker,300,0,38,0,79,0,36,0,17,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.Listener.ListenerHandler,264,0,24,0,68,0,17,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.Notification,3,0,0,0,1,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,ReadOnlyBean,6,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,UnifiedServerSocket.UnifiedSocket,411,0,26,0,116,0,62,0,49,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LearnerHandler.new Thread() {...},24,0,0,0,7,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.QuorumConnectionReceiverThread,19,0,0,0,6,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,LocalSessionTracker,29,0,0,0,8,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Vote,224,0,26,0,56,0,27,0,14,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.Listener,232,0,18,0,54,0,15,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Leader.XidRolloverException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FollowerRequestProcessor,220,0,28,0,67,0,22,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumPeer.ServerState,27,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,FastLeaderElection.ToSend.mType,27,0,0,0,5,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,Learner.PacketInFlight,13,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,CommitProcessor.CommitWorkRequest,64,0,6,0,18,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumCnxManager.InitialMessage.InitialMessageException,6,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.quorum,QuorumZooKeeperServer,331,0,37,0,87,0,31,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,DefaultMetricsProvider,31,0,0,0,12,0,7,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider.NullCounterSet,6,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider,15,0,0,0,8,0,8,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.metrics.impl,NullMetricsProvider.NullSummarySet,6,0,0,0,2,0,2,0,2,0
